picture_ID;well;stage_00;stage_01;stage_02;stage_03;correctly_predicted_00;correctly_predicted_01;correctly_predicted_02;correctly_predicted_03
plate_505/well_I12/position_5.npy_2100_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_5.npy_0_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_5.npy_300_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_5.npy_600_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_5.npy_900_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_5.npy_1200_1500;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_5.npy_1500_1500;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_5.npy_1800_1500;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_5.npy_2100_1500;I12;training;training;training;validation;0;0;0;1
plate_505/well_I12/position_5.npy_0_1800;I12;training;training;training;validation;1;1;0;1
plate_505/well_I12/position_5.npy_300_1800;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_5.npy_600_1800;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_5.npy_900_1800;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_5.npy_1200_1800;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_5.npy_1500_1800;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_5.npy_1800_1800;I12;training;training;training;validation;1;0;0;1
plate_505/well_I12/position_5.npy_2100_1800;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_6.npy_0_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_300_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_600_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_900_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_1200_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_1500_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_1800_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_2100_0;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_6.npy_0_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_300_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_600_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_900_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_1200_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_1500_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_1800_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_2100_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_0_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_300_600;I12;training;training;training;validation;1;1;0;0
plate_505/well_I12/position_6.npy_600_600;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_6.npy_900_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_1200_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_1500_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_1800_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_2100_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_0_900;I12;training;training;training;validation;0;0;0;1
plate_505/well_I12/position_6.npy_300_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_600_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_900_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_1200_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_1500_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_1800_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_2100_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_0_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_300_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_600_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_900_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_1200_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_1500_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_1800_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_2100_1200;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_6.npy_0_1500;I12;training;training;training;validation;0;0;0;1
plate_505/well_I12/position_6.npy_300_1500;I12;training;training;training;validation;0;0;0;1
plate_505/well_I12/position_6.npy_600_1500;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_6.npy_900_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_1200_1500;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_6.npy_1500_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_1800_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_2100_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_0_1800;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_6.npy_300_1800;I12;training;training;training;validation;0;0;0;1
plate_505/well_I12/position_6.npy_600_1800;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_900_1800;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_1200_1800;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_1500_1800;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_1800_1800;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_6.npy_2100_1800;I12;training;training;training;validation;0;0;0;1
plate_505/well_I12/position_7.npy_0_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_300_0;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_7.npy_600_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_900_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_1200_0;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_7.npy_1500_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_1800_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_2100_0;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_7.npy_0_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_300_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_600_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_900_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_1200_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_1500_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_1800_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_2100_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_0_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_300_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_600_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_900_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_1200_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_1500_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_1800_600;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_7.npy_2100_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_0_900;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_7.npy_300_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_600_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_900_900;I12;training;training;training;validation;0;0;0;1
plate_505/well_I12/position_7.npy_1200_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_1500_900;I12;training;training;training;validation;0;0;0;1
plate_505/well_I12/position_7.npy_1800_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_2100_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_0_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_300_1200;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_7.npy_600_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_900_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_1200_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_1500_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_1800_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_2100_1200;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_7.npy_0_1500;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_7.npy_300_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_600_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_900_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_1200_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_1500_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_1800_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_2100_1500;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_7.npy_0_1800;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_300_1800;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_600_1800;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_900_1800;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_7.npy_1200_1800;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_1500_1800;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_1800_1800;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_7.npy_2100_1800;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_500_0;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_8.npy_800_0;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_8.npy_1100_0;I12;training;training;training;validation;0;1;0;1
plate_505/well_I12/position_8.npy_1400_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_1700_0;I12;training;training;training;validation;1;1;0;1
plate_505/well_I12/position_8.npy_2000_0;I12;training;training;training;validation;1;0;0;1
plate_505/well_I12/position_8.npy_500_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_800_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_1100_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_1400_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_1700_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_2000_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_500_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_800_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_1100_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_1400_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_1700_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_2000_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_500_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_800_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_1100_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_1400_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_1700_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_2000_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_500_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_800_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_1100_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_1400_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_1700_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_2000_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_500_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_800_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_1100_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_1400_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_1700_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_2000_1500;I12;training;training;training;validation;1;0;0;1
plate_505/well_I12/position_8.npy_500_1800;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_800_1800;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_8.npy_1100_1800;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_8.npy_1400_1800;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_8.npy_1700_1800;I12;training;training;training;validation;1;0;0;1
plate_505/well_I12/position_8.npy_2000_1800;I12;training;training;training;validation;1;1;0;1
plate_505/well_I12/position_9.npy_0_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_300_0;I12;training;training;training;validation;0;0;0;1
plate_505/well_I12/position_9.npy_600_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_900_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_1200_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_1500_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_1800_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_2100_0;I12;training;training;training;validation;1;0;0;1
plate_505/well_I12/position_9.npy_0_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_300_300;I12;training;training;training;validation;0;1;0;0
plate_505/well_I12/position_9.npy_600_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_900_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_1200_300;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_9.npy_1500_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_1800_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_2100_300;I12;training;training;training;validation;1;0;0;1
plate_505/well_I12/position_9.npy_0_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_300_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_600_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_900_600;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_9.npy_1200_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_1500_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_1800_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_2100_600;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_9.npy_0_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_300_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_600_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_900_900;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_9.npy_1200_900;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_9.npy_1500_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_1800_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_2100_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_0_1200;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_9.npy_300_1200;I12;training;training;training;validation;0;0;0;1
plate_505/well_I12/position_9.npy_600_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_900_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_1200_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_1500_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_1800_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_2100_1200;I12;training;training;training;validation;0;0;0;1
plate_505/well_I12/position_9.npy_0_1500;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_9.npy_300_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_600_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_900_1500;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_9.npy_1200_1500;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_9.npy_1500_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_1800_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_2100_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_0_1800;I12;training;training;training;validation;1;0;0;1
plate_505/well_I12/position_9.npy_300_1800;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_9.npy_600_1800;I12;training;training;training;validation;1;0;0;1
plate_505/well_I12/position_9.npy_900_1800;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_9.npy_1200_1800;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_9.npy_1500_1800;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_9.npy_1800_1800;I12;training;training;training;validation;1;0;0;1
plate_505/well_I12/position_9.npy_2100_1800;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_0_0;I12;training;training;training;validation;1;1;0;1
plate_505/well_I12/position_10.npy_300_0;I12;training;training;training;validation;0;0;0;1
plate_505/well_I12/position_10.npy_600_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_900_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_1200_0;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_10.npy_1500_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_1800_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_2100_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_0_300;I12;training;training;training;validation;1;0;0;1
plate_505/well_I12/position_10.npy_300_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_600_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_900_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_1200_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_1500_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_1800_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_2100_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_0_600;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_10.npy_300_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_600_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_900_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_1200_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_1500_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_1800_600;I12;training;training;training;validation;0;0;0;1
plate_505/well_I12/position_10.npy_2100_600;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_10.npy_0_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_300_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_600_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_900_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_1200_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_1500_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_1800_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_2100_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_0_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_300_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_600_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_900_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_1200_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_1500_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_1800_1200;I12;training;training;training;validation;0;1;0;0
plate_505/well_I12/position_10.npy_2100_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_0_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_300_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_600_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_900_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_1200_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_1500_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_1800_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_2100_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_0_1800;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_300_1800;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_600_1800;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_900_1800;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_1200_1800;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_1500_1800;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_1800_1800;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_10.npy_2100_1800;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_0_0;I12;training;training;training;validation;0;0;0;1
plate_505/well_I12/position_11.npy_300_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_600_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_900_0;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_11.npy_1200_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_1500_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_1800_0;I12;training;training;training;validation;0;0;0;1
plate_505/well_I12/position_11.npy_2100_0;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_0_300;I12;training;training;training;validation;0;0;0;1
plate_505/well_I12/position_11.npy_300_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_600_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_900_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_1200_300;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_11.npy_1500_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_1800_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_2100_300;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_0_600;I12;training;training;training;validation;0;0;0;1
plate_505/well_I12/position_11.npy_300_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_600_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_900_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_1200_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_1500_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_1800_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_2100_600;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_0_900;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_11.npy_300_900;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_11.npy_600_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_900_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_1200_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_1500_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_1800_900;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_2100_900;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_11.npy_0_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_300_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_600_1200;I12;training;training;training;validation;0;0;0;1
plate_505/well_I12/position_11.npy_900_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_1200_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_1500_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_1800_1200;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_2100_1200;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_11.npy_0_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_300_1500;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_11.npy_600_1500;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_11.npy_900_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_1200_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_1500_1500;I12;training;training;training;validation;0;0;0;0
plate_505/well_I12/position_11.npy_1800_1500;I12;training;training;training;validation;1;0;0;0
plate_505/well_I12/position_11.npy_2100_1500;I12;training;training;training;validation;0;0;0;0
